channel,degree_centrality,betweenness_centrality,pagerank
Bachelor Nation on ABC,0.07174018419777024,0.0008282033869280824,0.0006916524091534172
Poppy,0.07658749394086282,0.001819593908306111,0.0006905410013885668
Hunter Hayes,0.06253029568589433,0.00017741050234779603,0.000689059931060512
Vat19,0.03974793989335919,1.1977762045746166e-05,0.0006886726765441156
keshaVEVO,0.04798836645661658,0.0022451339084435177,0.0006886442154879248
grav3yardgirl,0.03296170625302957,0.0001325009169223006,0.0006882349225357828
Linkin Park,0.052835676199709164,0.0025552797156014216,0.0006872343097065075
BMW USA,0.0009694619486185168,9.704022608868179e-07,0.0006842252726007615
Emirates,0.0009694619486185168,9.704022608868179e-07,0.0006842252726007615
Desi Perkins,0.045564711585070285,0.001647485910342457,0.0006831345017297962
Sidemen,0.05380513814832768,5.230126587413875e-05,0.0006781021342290089
The Talk,0.0780416868637906,0.00048649172328934945,0.0006754222337409565
OmarGoshTV,0.04265632573921474,2.2821487000213143e-05,0.0006741485878415303
davematthewsbandVEVO,0.033931168201648085,0.0022560242858668893,0.000673575948395351
Nerdist,0.07416383906931653,0.0009417066896857352,0.0006728804893204446
NiallHoranVEVO,0.05913717886572952,0.0006638692210048777,0.0006701544895429631
Cole and Marmalade,0.011148812409112942,0.0053905802031603625,0.0006644394173416875
IFC Films,0.02084343189529811,0.00018610082382574053,0.0006616241501318806
Mark Rober,0.022782355792535142,0.0004586962480455307,0.0006615184652653695
Sylvia Gani,0.03344643722733883,0.0003870905451076567,0.0006608590979889268
Don Diablo,0.04217159476490548,0.0005274818964323514,0.0006557832273422372
Gallant,0.03538536112457586,0.00036035035196251334,0.0006544389522690128
miniminter,0.011633543383422202,0.00040789186263523876,0.0006492284516496133
H O N N E,0.031992244304411055,0.00013428059872499945,0.0006463987181576234
Rob Scallon,0.05041202132816287,0.0006742156722277617,0.0006457405868944976
MTV,0.046049442559379546,1.6367723288319254e-06,0.0006454711072664354
Associated Press,0.0489578284052351,0.004823539388659363,0.000644285609232169
LukeBryanVEVO,0.06107610276296656,0.008803125333088127,0.0006433097994494893
TheSorryGirls,0.03490063015026661,6.725144298358189e-05,0.0006429088250632486
Dragonfoxgirl,0.03877847794474067,2.562008999386788e-06,0.000640805073098194
CNET,0.02472127968977218,0.0002276282608051236,0.0006394423952985979
CatCreature,0.029083858458555503,0.002921786541295882,0.000637531258902408
ScreenPrism,0.02035870092098885,0.0018509894613305642,0.0006337805554727991
KhalidVEVO,0.05380513814832768,0.0008214254437961426,0.0006331201318238691
Hope For Paws - Official Rescue Channel,0.014057198254968492,0.0009638394446979421,0.000632655621299132
AlishaMarie,0.041202132816286964,0.0021581141674057655,0.0006310622196233217
Chris Smoove,0.019873969946679594,0.002028781275087915,0.000628363960198867
Kaplamino,0.05962190984003878,0.0007009878248734116,0.0006262524726499091
MBCentertainment,0.03877847794474067,7.757555776684149e-05,0.0006252712312411034
Battle Universe,0.043141056713523994,2.3342518480205127e-05,0.000624790319407956
HyundaiUSA,0.004362578768783326,0.0,0.0006243413507184141
CelineDionVEVO,0.03587009209888512,8.407654997079021e-05,0.000623786449531986
videogamedunkey,0.007270964614638876,3.2346742029560596e-07,0.0006235950023893354
todrickhall,0.06349975763451285,0.0004384364341759142,0.0006231974330409583
The New Yorker,0.052835676199709164,2.121823831659451e-06,0.0006217674700316118
Gordon Ramsay,0.04992729035385361,1.872070385437497e-05,0.0006215416982003402
SB Nation,0.015026660203587009,2.5633374708501535e-05,0.0006199438590302724
LastWeekTonight,0.06834706737760543,0.010564115823418397,0.0006185794745410178
PewDiePie,0.041202132816286964,0.0,0.0006174929440495022
MigosVEVO,0.043141056713523994,0.00043047423147193404,0.0006139454067225519
Morgan Adams,0.06592341250605914,0.000600611696740039,0.000612942906767709
Bebe Rexha,0.043141056713523994,0.0004012530640423768,0.0006128060748925531
The Grand Tour,0.07125545322346098,0.0014261638898657013,0.0006119422635039311
5FDPVEVO,0.04023267086766845,5.796924894079149e-05,0.0006113463760376055
amc,0.07367910809500727,0.0019452594450069553,0.0006087853402117685
Laura in the Kitchen,0.04265632573921474,0.0007033370431506313,0.0006082206452955423
ABC Television Network,0.07077072224915172,0.00040768319142749885,0.0006068612624563542
GoPro,0.016480853126514785,0.005335635360271926,0.0006056270707422719
MyLifeAsEva,0.031507513330101794,0.00019157650698619746,0.0006042261619389893
DALLMYD,0.012118274357731459,0.00040792743307699764,0.0006030903844091881
RomanAtwoodVlogs,0.019873969946679594,0.00011927651369592866,0.0006008874991122988
Rudimental,0.0523509452253999,0.0006704519597670811,0.0005978672053495464
Munchies,0.07707222491517209,0.0008177223843304001,0.00059715747187062
1theK (원더케이),0.052835676199709164,0.0009985872713096204,0.0005962487759162364
Primitive Survival Tool,0.019873969946679594,0.0028526478684590974,0.0005960180344494097
weezer,0.03053805138148328,2.1347474247084225e-06,0.0005934613528484991
WHAT'S INSIDE? FAMILY,0.005816771691711101,0.003407804603016094,0.0005924155741641336
PinkVEVO,0.05089675230247213,0.006926116221547367,0.0005915997807695296
Chubbyemu,0.019389238972370337,0.0008754339845365444,0.0005903541436476832
merrelltwins,0.025206010664081437,0.0006851719552688556,0.0005880518871974633
KKandbabyJ,0.025690741638390694,0.0013479217197260216,0.0005858368296104114
fantano,0.04653417353368881,0.0021828345634065877,0.0005851554869992482
SnoopDoggVEVO,0.04168686379059622,0.00032748388733175614,0.0005842590188041487
Selena Gomez,0.011633543383422202,0.0005047307284752069,0.0005827012450204958
euronews (in English),0.027629665535627727,0.00046836781443147183,0.0005824996065591778
TRL,0.06107610276296656,0.001135085032461079,0.0005822279014233617
E! Live from the Red Carpet,0.08191953465826467,0.004929564979342737,0.0005812636658988231
SuperCarlinBrothers,0.024236548715462918,0.002322503844860827,0.0005811130687642755
Mike Shinoda,0.04701890450799806,0.00020139638405980754,0.0005809330558786041
NHL,0.012603005332040718,0.0011736487432039695,0.0005792625363610229
Thomas Sanders,0.03053805138148328,0.00033250630329145927,0.0005780172497929319
PBS NewsHour,0.02472127968977218,0.00031899567703463363,0.0005763044679166881
Shoshana Bean,0.04217159476490548,0.00016165962771644136,0.0005750271800327586
JasonAldeanVEVO,0.041202132816286964,9.566713313768799e-05,0.0005746751053504523
jacksepticeye,0.044110518662142516,0.002768642772967183,0.0005743971771234093
Feast Of Fiction,0.031992244304411055,0.00013944799726346824,0.0005723150534300408
Jess Glynne,0.03344643722733883,6.467340844110956e-05,0.0005677094171317684
The Sims,0.011148812409112942,0.0002336144551593492,0.0005655245605116725
DidYouKnowGaming?,0.011148812409112942,0.0002336144551593492,0.0005655245605116725
Boldly,0.025690741638390694,0.0008072270315721529,0.0005638481073463286
Walt Disney Animation Studios,0.013572467280659235,0.0,0.000562744522254278
Jeep,0.004847309743092584,0.002557092863103484,0.0005586835492837843
Ram Trucks,0.004847309743092584,0.002557092863103484,0.0005586835492837843
Lisa Eldridge,0.031022782355792537,4.724478826318492e-05,0.000557982102932633
Jonathan Morrison,0.021812893843916627,0.00111516187291576,0.0005566419340160907
KatyPerryVEVO,0.03296170625302957,0.00017719812466292353,0.0005557750173198312
The Food Ranger,0.008240426563257392,0.0015382881942298033,0.0005556937630220763
Alissa Ashley,0.036839554047503636,0.0003183605281996669,0.0005525910838637048
Mayim Bialik,0.02472127968977218,0.004489844227345354,0.0005523995848066614
TV Promos,0.06883179835191469,0.004293005105667485,0.0005515605856560264
KaneBrownVEVO,0.04944255937954436,0.00030155201845821284,0.0005494584495310101
Portugal. The Man,0.05089675230247213,0.00019816654975948663,0.0005488052121957007
BURGER KING,0.060106640814348036,0.00028919022140394275,0.0005470814639066424
Cracked,0.026660203587009212,4.370381498065508e-05,0.0005441236004486507
Simon and Martina,0.0053320407174018425,0.0024679308281790333,0.0005440786436751046
GeorgeEzraVEVO,0.028599127484246246,6.185629928381078e-06,0.0005438004238526048
jessiepaege,0.026660203587009212,0.000780626975833861,0.0005432655693818313
The Official Pokémon YouTube Channel,0.007270964614638876,0.0005131040060601071,0.00054283652443943
ChloexHalleVEVO,0.04459524963645177,0.0012119149954921316,0.0005422228092521557
JelloApocalypse,0.016480853126514785,5.5562710962679565e-05,0.0005413807866269657
SUMERIAN,0.030053320407174018,8.469464500519747e-06,0.0005391060761547929
Gorillaz,0.030053320407174018,8.469464500519747e-06,0.0005391060761547929
Clean Bandit,0.030053320407174018,8.469464500519747e-06,0.0005391060761547929
Tim Milgram,0.04217159476490548,2.0752700178792547e-05,0.000535498244061182
fosterthepeopleVEVO,0.04023267086766845,0.004542110233977053,0.0005342541642637091
Jeopardy!,0.060106640814348036,0.00287699460773761,0.0005339204216521111
Matthias Wandel,0.03538536112457586,0.0007975923981349484,0.0005331234868819345
Liza Koshy Too,0.02035870092098885,4.6824674664217895e-05,0.0005302087662288017
CBC News,0.02084343189529811,4.363318433254421e-05,0.0005275185042169342
TED,0.018904507998061076,0.004886765565488315,0.0005246808160510384
SabrinaCarpenterVEVO,0.04217159476490548,0.0013771684510350882,0.0005245816013138946
Simply Not Logical,0.06204556471158507,0.0005922695262556797,0.0005243626848373368
Bruno Mars,0.04459524963645177,0.0006238135874427269,0.000523332613993943
NBA on TNT,0.016965584100824042,0.00028382145352438874,0.0005231560127870525
HollywoodLife,0.05719825496849249,0.0003663112191616202,0.0005229392212491051
BeckyGVEVO,0.028599127484246246,4.2870059029178946e-05,0.0005223044284643588
VICE News,0.02084343189529811,2.3838709814959103e-05,0.0005207538489187811
Google,0.02084343189529811,0.0010977826231362636,0.0005198179677374476
TheWeekndVEVO,0.02956858943286476,9.107457180599337e-06,0.0005197890897471153
Sara Dietschy,0.02375181774115366,0.008930328855315783,0.000518128458894887
Nicol Concilio,0.031022782355792537,0.00033234354050843334,0.0005177264692894454
Miranda Sings,0.026660203587009212,0.004847550055745745,0.0005166484732236673
Strictly Dumpling,0.004847309743092584,0.0004822899236607485,0.0005159227924421004
Australian Open TV,0.016480853126514785,4.2928392177670363e-05,0.0005148162080035652
PrettyMuchVEVO,0.04459524963645177,0.00011524161474206577,0.0005126867263525713
Kayley Melissa,0.03587009209888512,0.0004659999094785617,0.0005111792437534342
YouTube Spotlight,0.06883179835191469,0.002041594920152157,0.0005096868744004442
SmarterEveryDay,0.019389238972370337,0.0011021855535333432,0.0005066987469403077
Pixielocks,0.03053805138148328,0.002275148097656254,0.0005059989784096902
Clash Royale,0.0053320407174018425,0.0,0.0005044689408609409
Harper's BAZAAR,0.02132816286960737,7.180976730562452e-06,0.0005044649706813798
J. Cole,0.028599127484246246,1.3789754718882248e-05,0.0005026198135653232
heyitsfeiii,0.03538536112457586,0.0007373886288386277,0.0005022981937016589
STARZ,0.03974793989335919,0.0,0.0005016350422504595
Famous Celebrities Snaps,0.0009694619486185168,0.0,0.0005011018179347329
DragTimes,0.0009694619486185168,0.0,0.0005011018179347329
FOX Sports,0.016480853126514785,0.010867839643339235,0.0005010109915769343
Bleecker Street,0.016480853126514785,0.00023849948885841987,0.0005009531302365208
Tina Yong,0.027629665535627727,6.7043379730092216e-06,0.0005008990699180864
FORMULA 1,0.013572467280659235,7.19311006426653e-05,0.0005002136263323597
Billie Eilish,0.02617547261269995,3.7437767109330174e-05,0.0004982837792630425
Prince,0.02617547261269995,3.7437767109330174e-05,0.0004982837792630425
Ariana Grande`,0.028599127484246246,2.2202471992335094e-05,0.0004978335461264129
TWICE JAPAN OFFICIAL YouTube Channel,0.028599127484246246,2.2202471992335094e-05,0.0004978335461264129
Major Lazer,0.044110518662142516,0.0007312748196443069,0.0004930860040395489
Wassabi Productions,0.058167716917111006,0.00022286512944715727,0.0004921540531912807
Julien Solomita,0.0547746000969462,0.00042126161957756994,0.000491663758976611
Nicki Minaj,0.029083858458555503,1.0568653195565963e-05,0.0004910095627195895
KylieMinogueOnVEVO,0.03926320891904993,0.0009731371971849989,0.0004909144247026462
ChvrchesVEVO,0.036839554047503636,0.0003706402127864711,0.0004907057377004198
Chloe x Halle,0.0407174018419777,0.0007582161733618958,0.0004904960511182862
Dua Lipa,0.043141056713523994,0.0015143613459908858,0.0004890859289379714
JuliaMichaelsVEVO,0.030053320407174018,0.00012147428565212902,0.0004890731796899723
NCAA March Madness,0.012118274357731459,0.0021581320008683255,0.0004873699696766622
Bill Gates,0.0004847309743092584,0.0,0.00048449612403100775
Ford Europe,0.0004847309743092584,0.0,0.00048449612403100775
Chevrolet,0.0004847309743092584,0.0,0.00048449612403100775
Writers Guild of America East,0.0004847309743092584,0.0,0.00048449612403100775
CHRIS-RS,0.0004847309743092584,0.0,0.00048449612403100775
Honda,0.0004847309743092584,0.0,0.00048449612403100775
Natalies Outlet,0.057682985942801746,9.484687331669571e-05,0.00048410462356730783
Logan Paul Vlogs,0.06980126030053321,0.0016247939287850782,0.00048357249459428267
STX Entertainment,0.03587009209888512,0.001101410248731307,0.0004825231828618769
WatchMojo.com,0.03974793989335919,2.8663846549527753e-05,0.0004820888183204815
5MadMovieMakers,0.05913717886572952,0.0006310824672304909,0.0004799827241525884
MaggieRogersVEVO,0.029083858458555503,0.0,0.0004798951867393318
BillieEilishVEVO,0.028599127484246246,7.1233303236364386e-06,0.0004796556905024288
Leroy Sanchez,0.046049442559379546,0.0006050768585376885,0.00047938854973622895
Strange Parts,0.016480853126514785,0.00011586227183493977,0.00047931216733618513
Real Madrid C.F.,0.03877847794474067,0.003274407907390488,0.00047858262929753625
Beats 1 Radio,0.04217159476490548,0.0017844760518685595,0.00047849488465612374
Al Jazeera English,0.019389238972370337,4.60232754340528e-05,0.000478095788789367
T-Mobile,0.05962190984003878,0.0011887693176985822,0.00047675828919816697
AbrahamMateoVEVO,0.027629665535627727,0.00015432912466377781,0.00047649841915792896
AntsCanada,0.008240426563257392,0.0032239706952218823,0.0004764729724178806
dodieVEVO,0.041202132816286964,0.00011165463009820512,0.00047412333880616315
The Official Pokémon YouTube channel,0.010664081434803685,0.002473165434639796,0.0004729035507066486
BrettYoungVEVO,0.03926320891904993,0.003552656332406995,0.0004726080350037043
XAmbassadorsVEVO,0.03490063015026661,1.981526837089019e-05,0.00047167044406996205
ToniBraxtonVEVO,0.03829374697043141,0.00041657325928574337,0.00047137764952427484
Everyday Astronaut,0.018419777023751818,0.002416846477498925,0.00047101023636373095
Toyota USA,0.003877847794474067,0.0,0.0004703445805376412
Dobre Brothers,0.016480853126514785,0.0001574376984207201,0.00046987585403429535
Andre Black Nerd,0.05719825496849249,0.008287560480281387,0.00046963116289731584
MariahCareyVEVO,0.043625787687833255,0.0009245659955419752,0.00046933616801506247
Jess Conte,0.04023267086766845,2.5127272925356785e-05,0.0004688455100266245
EllieGouldingVEVO,0.03877847794474067,0.00021500844101298312,0.00046863912283255687
SUPERFRUIT,0.06301502666020359,0.0003977507104364156,0.00046845781726402206
Waterjet Channel,0.016965584100824042,0.0017215922744508309,0.00046817874492674006
Merrell Twins Live,0.023267086766844403,0.00048336759165881494,0.0004667175441214636
Samsung,0.015996122152205527,0.00019442743304262005,0.0004664126876218804
ZEDDVEVO,0.0373242850218129,0.0005724647568925148,0.0004663859169463109
UFC ON FOX,0.01793504604944256,0.001442765714306373,0.0004659033420751224
BØRNSmusicVEVO,0.03587009209888512,0.00034706748543568357,0.0004649714615176765
mmschocolate,0.0605913717886573,0.0001438384767152104,0.0004637928195490897
LukeCombsVEVO,0.046049442559379546,0.007785956544876631,0.00046327635817480176
Ultra Music,0.046049442559379546,0.009553270350258398,0.00046279870407088476
Special Books by Special Kids,0.019389238972370337,0.0022687790348567987,0.00045912415423501467
Carrie Underwood,0.027629665535627727,0.00011330684619653582,0.00045850719454662065
Green Day,0.03587009209888512,0.0005263855148066198,0.00045651886190395163
PatrickStarrr,0.028599127484246246,0.0005568593481719686,0.0004545772878990011
Toyota Global,0.003877847794474067,2.2625494496845653e-05,0.0004540317544838211
Ranz Kyle,0.03296170625302957,0.005433306911840656,0.00045327863382866424
Channel Awesome,0.05138148327678139,0.00014600456207445036,0.0004526620538875578
Access,0.05380513814832768,0.0004640414035305488,0.00045263391477789273
Taylor Nicole Dean,0.0067862336403296175,6.52081788369238e-05,0.00045259448608594034
TechSmartt,0.017450315075133303,0.00037356157167788283,0.0004519209669748075
Bobby Bones,0.02472127968977218,1.791200839886918e-06,0.00045153515340884247
Tia Mowry's Quick Fix,0.02375181774115366,0.0007710368133847352,0.00045146319373473316
nothorwitzer,0.0009694619486185168,0.0,0.0004512847362235579
marshmello,0.043141056713523994,0.00033106635674353454,0.0004505271386304528
Practical Engineering,0.009694619486185168,0.00010390538829838985,0.0004488101755198148
radiodisney,0.029083858458555503,4.638210158753215e-05,0.00044795439257888214
E! News,0.06446921958313137,0.00024278038924148673,0.00044726438276082337
MLB,0.011633543383422202,8.709632710587675e-05,0.00044642467862441296
JackWhiteVEVO,0.033931168201648085,8.834240909958302e-06,0.0004459777553086162
JOLLY,0.022782355792535142,0.0014465758826665781,0.0004453893503733816
AdelaineMorin,0.026660203587009212,0.0003147938042832428,0.0004436829099821493
The Weeknd,0.027629665535627727,8.036210946223511e-05,0.00044328996868750557
5-Minute Crafts,0.033931168201648085,0.0025079971615076233,0.00044313121444224275
ByronTalbott,0.027629665535627727,4.297557676108429e-05,0.0004424070927363937
圧倒的不審者の極み!,0.013572467280659235,3.70208462528321e-05,0.00044194219222952816
Ingrid Nilsen,0.03344643722733883,0.00038503407640968655,0.00044032955268891063
Nikita Dragun,0.026660203587009212,0.001792988145998987,0.00044024259561766243
CupcakeJemma,0.031022782355792537,0.0012613468853809508,0.00043983607133599005
Kia Motors America,0.003877847794474067,2.2625494496845653e-05,0.00043961456840135036
standupmaths,0.0523509452253999,0.00022439031255345554,0.00043849047006419046
SuperwomanVlogs,0.017450315075133303,0.0008615397307688025,0.00043804302059428745
Carter Sharer,0.036839554047503636,0.000965956281113911,0.00043750244071244954
Mason Ramsey,0.026660203587009212,6.625483641477881e-06,0.00043736750972603555
Jason Mraz,0.026660203587009212,6.625483641477881e-06,0.00043736750972603555
Sugar Pine 7,0.05865244789142027,0.001184778896478003,0.000436473131696187
TheScriptVEVO,0.043625787687833255,0.001780823943130298,0.00043614527516641524
officialcharlixcx,0.03490063015026661,2.1963210213547042e-05,0.00043446242718350476
AzzyLand,0.03780901599612215,1.86308201795449e-05,0.00043405952172675727
WE tv,0.0605913717886573,0.00010541709051858641,0.000432778194867551
The Wendy Williams Show,0.03877847794474067,0.00012964365860551716,0.0004318629628833091
Disney On Broadway,0.041202132816286964,4.5500908824240624e-05,0.0004292937380785158
SHAYTARDS,0.041202132816286964,4.5500908824240624e-05,0.0004292937380785158
Illumination,0.03780901599612215,3.115131895455509e-06,0.00042916590133032127
Tested,0.013087736306349976,5.427623632517032e-05,0.0004287975805644853
Mr Sunday Movies,0.06204556471158507,0.00029568069825356146,0.00042751662115733934
MLive,0.022782355792535142,0.0008128852158576025,0.00042745066855436184
FliteTest,0.05186621425109065,0.0004870184967379151,0.00042742023397848326
Beme News,0.019873969946679594,4.42214700945223e-05,0.00042720525233793744
AlishaMarieVlogs,0.015511391177896268,8.958078352641301e-06,0.00042720239986953734
Cammie Scott,0.015511391177896268,8.958078352641301e-06,0.00042720239986953734
Ben Katz,0.012118274357731459,7.113701971045735e-05,0.0004265091008542429
Nickelodeon,0.052835676199709164,0.0017263756913732924,0.00042550164877850147
LuisFonsiVEVO,0.03587009209888512,6.593318499306165e-05,0.0004245649526806008
My Virgin Kitchen,0.028114396509936985,2.83005911829543e-05,0.0004242254016256668
UFC - Ultimate Fighting Championship,0.016480853126514785,0.0012957445868459613,0.00042395262420032344
BBC America,0.05138148327678139,7.54233361889667e-05,0.00042291034430392356
ABC Action News,0.03780901599612215,0.003310787973374971,0.00042133410634764037
FoundFlix,0.036839554047503636,0.0005281208987336346,0.00042098145292214875
Kanye West,0.013087736306349976,0.00022831811030111856,0.0004207569531650218
Casually Explained,0.021812893843916627,9.185631060547902e-05,0.00042065514137720625
LecraeVEVO,0.03538536112457586,4.099513932181816e-05,0.00042055552583964773
Trailers Promos Teasers,0.0547746000969462,0.0005852439614703067,0.000419623248180443
Keke Palmer,0.02956858943286476,0.01258359384046135,0.00041923805988148773
USA Gymnastics,0.010664081434803685,4.409336350472208e-05,0.000417282016999375
Hamilton: An American Musical,0.012603005332040718,0.00028139269628746756,0.0004169679532303991
Reaction Time,0.03829374697043141,1.5910344004650295e-05,0.00041607978289043637
Jenn Im,0.03247697527872031,0.0034263515980588913,0.00041516784233518715
America's Got Talent,0.031507513330101794,1.3770619007103398e-05,0.0004147430567794774
bulletvalentineVEVO,0.028114396509936985,1.4006559386358565e-05,0.0004139372137918467
Vance Joy,0.033931168201648085,6.099156120157055e-06,0.00041208657080744735
NJ.com,0.02132816286960737,0.00039515731829310133,0.00041144579700898965
H3 Podcast Highlights,0.015511391177896268,0.00016252640749654074,0.0004112137496186923
DrakeVEVO,0.025690741638390694,2.7804069830603285e-05,0.0004109592478935791
Butch Hartman,0.016480853126514785,0.0020812864356472573,0.0004107972964301303
Nikki Glamour,0.03538536112457586,0.0003820826816103706,0.0004094524853794638
Vsauce2,0.015026660203587009,0.0018329396285577282,0.00040886855483722375
SnowPatrolVEVO,0.027629665535627727,0.0008530276677314253,0.0004087305274653196
iamAURORAVEVO,0.02472127968977218,0.0006628449327558772,0.0004072362029809277
Karina Garcia,0.028599127484246246,0.000353494103877196,0.0004072251179921693
Access Hollywood,0.045564711585070285,0.00026271044526547367,0.00040660038082675784
The X Factor UK,0.04944255937954436,0.00024415229532944165,0.0004057287872034858
TheOdd2sOut,0.010179350460494426,2.2642719420692417e-06,0.00040502769698450854
GreatScott!,0.016480853126514785,0.002220334545137275,0.0004044876207166876
Living Big In A Tiny House,0.023267086766844403,0.001275009089534589,0.0004040140053731873
G-Eazy,0.04168686379059622,0.0026675193566030064,0.00040259711204843204
Looper,0.05719825496849249,0.0007324069449216744,0.00040253011765369523
HACKADAY,0.017450315075133303,0.00022033572145034236,0.00040242685852474413
Tyler Williams,0.014057198254968492,4.397493955249036e-05,0.0004022486215115507
HaileeSteinfeldVEVO,0.03490063015026661,0.0019067651521362343,0.0004010226492868465
GPhase,0.03877847794474067,6.606413579748508e-05,0.000400954666773144
The Royal Family Channel,0.02084343189529811,0.00030835213821431637,0.0004004334788853008
TechRax,0.06495395055744062,0.0007019778434154579,0.0004003431853243422
Kylie Cosmetics,0.013572467280659235,1.3777579352371086e-06,0.0004001944195863212
PitbullVEVO,0.041202132816286964,0.001510565004537628,0.00040014059759341686
Lucy Moon,0.018904507998061076,0.0019442902060349504,0.0003997886136613903
FreeDawkins,0.014057198254968492,0.00016694362536911732,0.00039939518416408403
Cosmopolitan.com,0.027629665535627727,0.0003546696518946586,0.00039830671319111957
Business InsiderAu,0.0033931168201648087,0.0,0.00039803915709342495
Denitslava Makeup,0.02084343189529811,6.851975954893041e-05,0.0003975952907863295
Macklemore LLC,0.019873969946679594,1.819877530391861e-06,0.0003972940008485803
Colleen Vlogs,0.019873969946679594,0.0006304369068036056,0.0003969532019301802
I Like To Make Stuff,0.026660203587009212,0.0005146318391359836,0.0003964063187241182
The White House,0.01793504604944256,0.00034659574642332966,0.0003961155549196051
Disney Parks,0.024236548715462918,0.005025314626304124,0.0003960815783261131
Warped Perception,0.03877847794474067,8.912346669303869e-05,0.00039593853117279333
Omaze,0.04653417353368881,0.00021113568844665555,0.0003951167490012172
Gentle Whispering ASMR,0.021812893843916627,9.38703319027526e-05,0.00039469367438744703
BrainfooTV,0.036839554047503636,7.027034896718108e-05,0.0003946483681796385
Fleur DeForce,0.03247697527872031,0.006787889233931729,0.0003945100497720637
Olympic,0.011633543383422202,0.00013015301932471233,0.00039443857656599487
FightHype.com,0.009694619486185168,0.00014892779553081655,0.00039358260112914745
The Bella Twins,0.01793504604944256,0.0004091556298694565,0.00039273010308835197
Car Throttle,0.004362578768783326,0.0008845750308554178,0.00039266491785116484
TechCrunch,0.014057198254968492,0.000505113284654309,0.00039173391319627843
MeganBatoon,0.05041202132816287,0.0011493892338000399,0.00039118415438838975
Tanya Burr,0.022782355792535142,0.0002914429594699819,0.0003907009493974017
Mental Floss,0.010179350460494426,0.001296348682755983,0.0003886789103754248
CGP Grey,0.008240426563257392,0.0001794444838316374,0.00038831165356032426
My Self Reliance,0.03974793989335919,0.0021869006918356203,0.0003873181447209859
Techquickie,0.012603005332040718,0.0,0.00038646304979432006
Ben Pluimer,0.012603005332040718,5.354037480182251e-06,0.00038573969095897695
HANSON,0.03926320891904993,0.0005842435843797918,0.00038515785998426296
Valk Aviation,0.0004847309743092584,0.0,0.00038463154974613075
Mercedes-Benz,0.0004847309743092584,0.0,0.00038463154974613075
Vostok.bike,0.0004847309743092584,0.0,0.00038463154974613075
lugnutsoldcrap,0.0004847309743092584,0.0,0.00038463154974613075
ChrisYoungVEVO,0.025206010664081437,4.081758436411748e-06,0.00038427229066981353
Peter Brown,0.023267086766844403,5.815482120600287e-06,0.0003836119032216375
SPORTSNET,0.011633543383422202,8.39991047178103e-06,0.00038301454011531157
MNEKVEVO,0.027629665535627727,2.1555603134469444e-05,0.00038131453896459735
Magnolia Pictures & Magnet Releasing,0.013087736306349976,0.00012270174397951595,0.00037948121391152297
SHOWTIME Sports,0.014057198254968492,0.0001733471115207873,0.00037923871699455726
It's Okay To Be Smart,0.011633543383422202,6.576543748631168e-05,0.00037780067358382573
Olivia Jade,0.014541929229277752,0.0,0.00037743857639829136
LaMadelynn,0.023267086766844403,0.004269990731875514,0.00037702930156762566
TheTimTracker,0.0547746000969462,0.000440462911056929,0.0003762640093363891
PeopleTV,0.05138148327678139,0.0002535722791652309,0.0003740993627853961
HowToBasic,0.02472127968977218,0.0003110104865341755,0.00037253734286103247
United Launch Alliance,0.015511391177896268,0.00010696666055484045,0.00037226671831674094
devinsupertramp,0.04265632573921474,0.0007136653570787348,0.00037218049566100747
boogie2988,0.04265632573921474,0.00010413245088047691,0.00037197707066721693
PressTube,0.008240426563257392,0.0,0.0003718346993614798
ThomasRhettVEVO,0.02714493456131847,0.0011908480185282913,0.000371161420371703
ColdFusion,0.003877847794474067,0.0022092479468171205,0.0003707057676226398
Global Road Entertainment,0.03247697527872031,0.0012077682706722003,0.0003706134721290597
Comicbook.com,0.014541929229277752,0.00011988265295188858,0.00036992018836934343
Matt Bentkowski,0.008725157537566652,0.0,0.000368664127952397
OVO Sound,0.02956858943286476,0.00010101892701821108,0.00036846211526907175
Doug Ellison,0.009209888511875909,9.892334301227584e-05,0.00036828363195711073
PostmodernJukebox,0.021812893843916627,7.177896088464399e-06,0.0003682260233931255
johnlegendVEVO,0.024236548715462918,0.0004704223687046012,0.00036807951841930455
DaveHax,0.01793504604944256,0.0,0.0003675854940514596
McDonald's,0.010664081434803685,0.0001852261719794481,0.00036717823280882757
clothesencounters,0.024236548715462918,0.00018468283547149622,0.00036658196735988614
Sister Circle Live,0.033931168201648085,1.693401221581509e-05,0.0003663776193642616
DJKhaledVEVO,0.021812893843916627,0.00013478784811643134,0.00036569478559622144
Waymo,0.013087736306349976,0.00015161355527928548,0.0003644252091749201
Buttered Side Down,0.02375181774115366,0.0003003341124725886,0.0003642593210290484
K-MUSIC,0.021812893843916627,1.8464961103553054e-05,0.000364116582453531
Maggie Lindemann,0.03053805138148328,0.013343812540437766,0.0003639759963113062
Dani Ochoa,0.04023267086766845,0.004732137742485469,0.0003636639143082967
Shawn Johnson East,0.017450315075133303,0.0005306454073395352,0.0003631291829211375
Christina Aguilera,0.025690741638390694,1.5836320763416e-05,0.000362681554816817
Sprinkleofglitter,0.029083858458555503,0.0008562410865817946,0.00036152719252219686
The Joint Forces Channel,0.012603005332040718,5.737619613917449e-05,0.0003599294669386095
NASA Jet Propulsion Laboratory,0.013087736306349976,6.191320456562801e-06,0.0003594634287631037
